Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Electric power consumption (kWh per capita),EG.USE.ELEC.KH.PC,Australia,AUS,8527.22808539065,10193.9121808594,10627.2938650379,10407.7403070759,10220.8873013463,10071.3989785006,..,..,..,..,..,..
Electric power transmission and distribution losses (% of output),EG.ELC.LOSS.ZS,Australia,AUS,6.15800423885356,7.13795600960622,6.51577152264412,5.79870016088695,5.34009558490672,4.77958946927464,..,..,..,..,..,..
Electricity production from coal sources (% of total),EG.ELC.COAL.ZS,Australia,AUS,78.7350846150356,83.0275797659437,67.9882791730831,68.554964397789,63.7153925350832,61.1643250733091,62.8716168006469,..,..,..,..,..
Electricity production from hydroelectric sources (% of total),EG.ELC.HYRO.ZS,Australia,AUS,9.16992358397013,7.79552472077155,6.59926666062771,5.58564442391322,7.2794356244066,7.40582605613379,5.29618354500626,..,..,..,..,..
Electricity production from natural gas sources (% of total),EG.ELC.NGAS.ZS,Australia,AUS,9.30668170357839,7.74072732817444,19.2972229989721,19.3430715070806,20.4526061509248,21.9097412431927,20.7954779685741,..,..,..,..,..
Electricity production from nuclear sources (% of total),EG.ELC.NUCL.ZS,Australia,AUS,0,0,0,0,0,0,0,..,..,..,..,..
Electricity production from oil sources (% of total),EG.ELC.PETR.ZS,Australia,AUS,2.30220303719691,0.850074333854306,2.28784554974853,1.50931073482326,2.56789292567532,2.01922147391487,2.6950641361049,..,..,..,..,..
"Electricity production from oil, gas and coal sources (% of total)",EG.ELC.FOSL.ZS,Australia,AUS,90.3439693558109,91.6183814279724,89.5733477218037,89.4073466396929,86.7358916116833,85.0932877904167,86.3621589053259,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (% of total)",EG.ELC.RNWX.ZS,Australia,AUS,0.486107060218943,0.586093851256052,3.82738561756864,5.0070089363939,5.98467276391009,7.50088615344955,8.34165754966783,..,..,..,..,..
"Electricity production from renewable sources, excluding hydroelectric (kWh)",EG.ELC.RNWX.KH,Australia,AUS,750000000,1230000000,9718000000,12573000000,14939000000,18622000000,21044000000,..,..,..,..,..
"Employers, female (% of female employment) (modeled ILO estimate)",SL.EMP.MPYR.FE.ZS,Australia,AUS,..,5.32000017166138,4.59000015258789,4.38000011444092,4.34000015258789,4.30000019073486,4.34999990463257,4.21000003814697,4.09999990463257,3.83999991416931,4.1399998664856,..
"Employers, male (% of male employment) (modeled ILO estimate)",SL.EMP.MPYR.MA.ZS,Australia,AUS,..,9.27999973297119,8.09000015258789,8.01000022888184,7.96999979019165,7.98000001907349,7.78000020980835,7.88000011444092,7.94000005722046,7.53000020980835,7.57000017166138,..
"Employers, total (% of total employment) (modeled ILO estimate)",SL.EMP.MPYR.ZS,Australia,AUS,..,7.55000019073486,6.51000022888184,6.3600001335144,6.30999994277954,6.30000019073486,6.21000003814697,6.19000005722046,6.15999984741211,5.80999994277954,5.96999979019165,..
Employment in agriculture (% of total employment) (modeled ILO estimate),SL.AGR.EMPL.ZS,Australia,AUS,..,4.8600001335144,2.8199999332428,2.79999995231628,2.61999988555908,2.79999995231628,2.64000010490417,2.61999988555908,2.59999990463257,2.61999988555908,2.55999994277954,..
"Employment in agriculture, female (% of female employment) (modeled ILO estimate)",SL.AGR.EMPL.FE.ZS,Australia,AUS,..,3.4300000667572,1.88999998569489,1.91999995708466,1.66999995708466,1.83000004291534,1.85000002384186,1.67999994754791,1.64999997615814,1.67999994754791,1.71000003814697,..
"Employment in agriculture, male (% of male employment) (modeled ILO estimate)",SL.AGR.EMPL.MA.ZS,Australia,AUS,..,5.96000003814697,3.58999991416931,3.53999996185303,3.41000008583069,3.61999988555908,3.30999994277954,3.4300000667572,3.41000008583069,3.44000005722046,3.28999996185303,..
Employment in industry (% of total employment) (modeled ILO estimate),SL.IND.EMPL.ZS,Australia,AUS,..,21.6200008392334,20.8299999237061,20.7099990844727,20.4500007629395,20.2900009155273,19.3899993896484,19.3600006103516,19.4300003051758,19.8899993896484,19.0599994659424,..
"Employment in industry, female (% of female employment) (modeled ILO estimate)",SL.IND.EMPL.FE.ZS,Australia,AUS,..,10.2299995422363,8.52999973297119,8.35999965667725,8.30000019073486,8.10999965667725,7.65999984741211,7.90000009536743,7.63000011444092,8.14999961853027,7.44999980926514,..
"Employment in industry, male (% of male employment) (modeled ILO estimate)",SL.IND.EMPL.MA.ZS,Australia,AUS,..,30.4699993133545,30.9699993133545,30.9599990844727,30.6299991607666,30.5300006866455,29.3400001525879,29.1700000762939,29.6000003814697,30.0900001525879,29.1700000762939,..
Employment in services (% of total employment) (modeled ILO estimate),SL.SRV.EMPL.ZS,Australia,AUS,..,73.5299987792969,76.3499984741211,76.4899978637695,76.9300003051758,76.9199981689453,77.9700012207031,78.0199966430664,77.9700012207031,77.5,78.379997253418,..
"Employment in services, female (% of female employment) (modeled ILO estimate)",SL.SRV.EMPL.FE.ZS,Australia,AUS,..,86.3399963378906,89.5800018310547,89.7200012207031,90.0299987792969,90.0599975585938,90.4899978637695,90.4199981689453,90.7200012207031,90.1800003051758,90.8300018310547,..
"Employment in services, male (% of male employment) (modeled ILO estimate)",SL.SRV.EMPL.MA.ZS,Australia,AUS,..,63.5699996948242,65.4400024414063,65.5,65.9499969482422,65.8499984741211,67.3499984741211,67.4100036621094,66.9899978637695,66.4800033569336,67.5400009155273,..
"Employment to population ratio, 15+, female (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.FE.ZS,Australia,AUS,..,51.32,55.9,55.78,55.51,55.13,55.59,55.92,56.4,57.17,57.71,..
"Employment to population ratio, 15+, female (%) (national estimate)",SL.EMP.TOTL.SP.FE.NE.ZS,Australia,AUS,48.49,51.2,55.74,55.64,55.39,55.03,55.52,55.91,56.46,57.28,57.85,56.39
"Employment to population ratio, 15+, male (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.MA.ZS,Australia,AUS,..,67.67,68.78,68.16,67.42,66.82,66.94,66.76,66.89,67.29,67.45,..
"Employment to population ratio, 15+, male (%) (national estimate)",SL.EMP.TOTL.SP.MA.NE.ZS,Australia,AUS,70.5,67.44,68.64,68.04,67.31,66.7,66.79,66.61,66.78,67.22,67.42,65.45
"Employment to population ratio, 15+, total (%) (modeled ILO estimate)",SL.EMP.TOTL.SP.ZS,Australia,AUS,..,59.39,62.29,61.92,61.41,60.92,61.21,61.28,61.59,62.17,62.53,60.6
"Employment to population ratio, 15+, total (%) (national estimate)",SL.EMP.TOTL.SP.NE.ZS,Australia,AUS,59.33,59.17,62.1,61.75,61.26,60.77,61.06,61.16,61.53,62.16,62.55,60.84
"Employment to population ratio, ages 15-24, female (%) (modeled ILO estimate)",SL.EMP.1524.SP.FE.ZS,Australia,AUS,..,60.75,60.19,59.43,58.68,57.92,58.69,58.65,58.5,60,60.38,..
"Employment to population ratio, ages 15-24, female (%) (national estimate)",SL.EMP.1524.SP.FE.NE.ZS,Australia,AUS,60.05,60.76,60.19,59.46,58.73,57.98,58.76,58.79,58.74,60.32,60.76,57.72
"Employment to population ratio, ages 15-24, male (%) (modeled ILO estimate)",SL.EMP.1524.SP.MA.ZS,Australia,AUS,..,62.53,60.68,59.78,58.62,57.5,58.21,57.86,57.98,58.98,58.9,..
"Employment to population ratio, ages 15-24, male (%) (national estimate)",SL.EMP.1524.SP.MA.NE.ZS,Australia,AUS,65.31,62.6,60.57,59.73,58.58,57.44,58.15,57.91,58.21,59.39,59.49,55.85
"Employment to population ratio, ages 15-24, total (%) (modeled ILO estimate)",SL.EMP.1524.SP.ZS,Australia,AUS,..,61.66,60.44,59.61,58.65,57.7,58.44,58.25,58.23,59.48,59.63,..
"Employment to population ratio, ages 15-24, total (%) (national estimate)",SL.EMP.1524.SP.NE.ZS,Australia,AUS,62.72,61.69,60.39,59.6,58.66,57.7,58.45,58.34,58.47,59.85,60.11,56.76
"Energy imports, net (% of energy use)",EG.IMP.CONS.ZS,Australia,AUS,-82.3704660974937,-116.050707166061,-143.738620495545,-153.237178406375,-172.438340343449,-192.015924390399,-190.190947582154,..,..,..,..,..
Energy intensity level of primary energy (MJ/$2011 PPP GDP),EG.EGY.PRIM.PP.KD,Australia,AUS,7.4168653134115,6.70475375527491,5.75966043446639,5.48834789173743,5.34612456482868,5.15097928338264,5.03115546358054,..,..,..,..,..
Energy related methane emissions (% of total),EN.ATM.METH.EG.ZS,Australia,AUS,21.1227890284542,20.7361450814293,..,..,..,..,..,..,..,..,..,..
Energy use (kg of oil equivalent per capita),EG.USE.PCAP.KG.OE,Australia,AUS,5061.5084587843,5644.06495066047,5745.23218954465,5575.28709327857,5468.39136879598,5334.68167873774,5483.81640154023,..,..,..,..,..
"Energy use (kg of oil equivalent) per $1,000 GDP (constant 2017 PPP)",EG.USE.COMM.GD.PP.KD,Australia,AUS,162.968193079983,147.19934889145,126.369707364843,120.086218742214,116.80917574991,112.807901691632,115.118389555772,..,..,..,..,..
Exclusive breastfeeding (% of children under 6 months),SH.STA.BFED.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Expenditure on primary education (% of government expenditure on education),SE.XPD.PRIM.ZS,Australia,AUS,..,34.06792,35.97164,34.14038,32.81864,32.62542,31.78434,32.99107,..,..,..,..
Expenditure on secondary education (% of government expenditure on education),SE.XPD.SECO.ZS,Australia,AUS,..,38.58981,36.59127,35.26151,33.06493,32.36199,30.52541,31.27629,..,..,..,..
Expenditure on tertiary education (% of government expenditure on education),SE.XPD.TERT.ZS,Australia,AUS,33.42061,23.41993,23.20185,23.67862,25.9484,26.53865,28.85535,26.82461,..,..,..,..
Expense (% of GDP),GC.XPN.TOTL.GD.ZS,Australia,AUS,21.8612885653444,24.0839192992911,26.0321384250703,26.1413123942118,25.8963215034495,26.2708238193841,26.7570314187914,26.9385938819086,26.5625682674079,26.1359111957416,26.1035090234959,..
Expense (current LCU),GC.XPN.TOTL.CN,Australia,AUS,88289000000,159233000000,368777000000,391978000000,397847000000,419947000000,434695000000,447373000000,468131000000,483138000000,509718000000,..
Export unit value index (2000 = 100),TX.UVI.MRCH.XD.WD,Australia,AUS,..,100,327.4519001,302.9149415,280.9719293,252.6923944,191.1381842,182.6887776,220.1641936,232.9946447,244.3429822,..
Export value index (2000 = 100),TX.VAL.MRCH.XD.WD,Australia,AUS,..,100,425.4443373,401.8684712,396.0848844,375.7215009,293.8505501,301.3986205,361.8747222,402.5300045,424.3045207,..
Export volume index (2000 = 100),TX.QTY.MRCH.XD.WD,Australia,AUS,..,100,129.9257501,132.6671009,140.9695571,148.6873009,153.7372301,164.9792748,164.3658382,172.7636294,173.6512,..
Exports as a capacity to import (constant LCU),NY.EXP.CAPM.KN,Australia,AUS,68601454614.0124,135250210614.052,356369957815.35,374635732089.312,356835566517.611,363753515189.84,348162051647.76,334714800752.458,403627927944.791,428362169524.026,470810000000,465816222869.925
Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,Australia,AUS,15.1463378398455,19.4346594389549,21.4364170540906,21.4808284059974,19.9561676149363,21.0394549992806,19.984845509759,19.2510570754507,21.2057506620343,21.8219046176483,24.1109654423664,23.9152267660839
Exports of goods and services (annual % growth),NE.EXP.GNFS.KD.ZG,Australia,AUS,4.67036780013879,9.89198990086078,0.860194725399381,4.60265649743077,5.30351714080921,5.9529747269964,6.8313728096409,6.83984883280888,5.50528159617261,4.11977612111902,3.97885130986717,-1.85786198254073
"Exports of goods and services (BoP, current US$)",BX.GSR.GNFS.CD,Australia,AUS,50111728311.0238,83989348863.1056,324140478278.654,311985984116.933,307257830406.135,297177078853.115,243106250217.137,250930826254.777,296739915767.284,327319449594.396,342431307375.408,299042223753.806
Exports of goods and services (constant 2010 US$),NE.EXP.GNFS.KD,Australia,AUS,78138467571.65,166859350045.669,229003192058.189,239543422356.779,252247648821.152,267263887604.918,285521680152.749,305050931460.093,321844844248.719,335104131289.13,348437426406.347,341963939928.2
Exports of goods and services (constant LCU),NE.EXP.GNFS.KN,Australia,AUS,105581000000,225461000000,309430000000,323672000000,340838000000,361128000000,385798000000,412186000000,434878000000,452794000000,470810000000,462063000000
Exports of goods and services (current LCU),NE.EXP.GNFS.CN,Australia,AUS,61170000000,128494000000,303673000000,322096000000,306588000000,336322000000,324674000000,319705000000,373724000000,403391000000,470810000000,474822000000
Exports of goods and services (current US$),NE.EXP.GNFS.CD,Australia,AUS,47071950750.2886,80697104816.9315,299391698708.469,332126211590.019,314546014158.203,308750573762.967,270133954571.928,232715824719.755,281864393996.531,312681962638.555,336725790301.817,318287974259.284
"Exports of goods, services and primary income (BoP, current US$)",BX.GSR.TOTL.CD,Australia,AUS,54113174389.6371,94027773391.6451,372114218126.876,359590135497.972,353487712787.486,343876476979.146,282519159318.642,290460538825.713,339343372386.861,375862094303.886,392296817724.302,344655310100.486
External balance on goods and services (% of GDP),NE.RSB.GNFS.ZS,Australia,AUS,-1.9271529738028,-2.15969229791926,0.966101048833069,-0.248689859936057,-1.29609511640577,-0.427580339436858,-1.52468206039514,-2.27552727320899,0.592780975174921,0.381161552776215,2.51147141364689,3.85260078632523
External balance on goods and services (constant LCU),NE.RSB.GNFS.KN,Australia,AUS,..,..,..,..,..,..,..,..,..,..,49041000000,71287000000
External balance on goods and services (current LCU),NE.RSB.GNFS.CN,Australia,AUS,-7783000000,-14279000000,13686000000,-3729000000,-19912000000,-6835000000,-24770000000,-37790000000,10447000000,7046000000,49041000000,76491000000
External balance on goods and services (current US$),NE.RSB.GNFS.CD,Australia,AUS,-5989226625.62524,-8967531244.11229,13493049393.6705,-3845122705.71252,-20428849902.5341,-6274671807.58285,-20609035693.4853,-27507643033.9205,7879176408.47726,5461592124.6415,35074381347.4467,51274299503.955
External debt stocks (% of GNI),DT.DOD.DECT.GN.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, long-term (DOD, current US$)",DT.DOD.DLXF.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, private nonguaranteed (PNG) (DOD, current US$)",DT.DOD.DPNG.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, public and publicly guaranteed (PPG) (DOD, current US$)",DT.DOD.DPPG.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, short-term (DOD, current US$)",DT.DOD.DSTC.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"External debt stocks, total (DOD, current US$)",DT.DOD.DECT.CD,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,Australia,AUS,..,0,0,0,0,0,0,0,0,0,..,..
External health expenditure per capita (current US$),SH.XPD.EHEX.PC.CD,Australia,AUS,..,0,0,0,0,0,0,0,0,0,..,..
"External health expenditure per capita, PPP (current international $)",SH.XPD.EHEX.PP.CD,Australia,AUS,..,0,0,0,0,0,0,0,0,0,..,..
Female genital mutilation prevalence (%),SH.STA.FGMS.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Female headed households (% of households with a female head),SP.HOU.FEMA.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Female share of employment in senior and middle management (%),SL.EMP.SMGT.FE.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Fertility rate, total (births per woman)",SP.DYN.TFRT.IN,Australia,AUS,1.902,1.756,1.926,1.92,1.855,1.826,1.814,1.752,1.741,1.74,1.657,..
Fertilizer consumption (% of fertilizer production),AG.CON.FERT.PT.ZS,Australia,AUS,236.502153410241,235.25223069001,242.3426600273,267.730011909536,222.465643109321,383.400136903633,253.411703074401,282.482030354661,309.279745116515,283.915454744341,..,..
Fertilizer consumption (kilograms per hectare of arable land),AG.CON.FERT.ZS,Australia,AUS,68.9170287803727,97.3160294806799,68.115209071491,69.4218181645774,72.8357216983549,79.6105264969353,79.4678591990531,89.0868100608843,89.3249817898023,85.8700936269129,..,..
Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,Australia,AUS,72.4038032981726,75.8516483932004,72.5265455428477,72.5060655250097,73.4002383638166,73.6819452872326,75.2539854401173,76.9034884995249,75.3503093276047,75.0900701086251,74.2916402073048,73.9263074445034
Final consumption expenditure (annual % growth),NE.CON.TOTL.KD.ZG,Australia,AUS,3.90663316170661,3.97928746492011,3.84373723038259,3.13981188039214,1.40293961755762,2.21992609416482,2.36406394830185,3.11096745357831,2.9364871046849,3.05306917016492,2.55823292037,-0.524926965184562
Final consumption expenditure (constant 2010 US$),NE.CON.TOTL.KD,Australia,AUS,435284431323.069,598748633566.166,882865678836.415,910586000308.425,923360972058.686,943858903220.75,966172331274.629,996229638046.062,1025483792900.33,1056792522426.41,1083827736635.13,1078138432589.39
Final consumption expenditure (constant LCU),NE.CON.TOTL.KN,Australia,AUS,582618000000,801411000000,1181695000000,1218798000000,1235897000000,1263333000000,1293199000000,1333430000000,1372586000000,1414492000000,1450678000000,1443063000000
Final consumption expenditure (current LCU),NE.CON.TOTL.CN,Australia,AUS,292410000000,501500000000,1027427000000,1087198000000,1127653000000,1177828000000,1222577000000,1277147000000,1327952000000,1388085000000,1450678000000,1467761000000
Final consumption expenditure (current US$),NE.CON.TOTL.CD,Australia,AUS,225017314351.674,314953212334.359,1012941930395.35,1121053825531.04,1156923155842.82,1081270540714.22,1017203594309.01,929645508807.687,1001547628026.25,1075951476629.72,1037532541839.51,983885909639.362
Financial intermediary services indirectly Measured (FISIM) (constant LCU),NV.FSM.TOTL.KN,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Financial intermediary services indirectly Measured (FISIM) (current LCU),NV.FSM.TOTL.CN,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms competing against unregistered firms (% of firms),IC.FRM.CMPU.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms expected to give gifts in meetings with tax officials (% of firms),IC.TAX.GIFT.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing electrical outages (% of firms),IC.ELC.OUTG.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms experiencing losses due to theft and vandalism (% of firms),IC.FRM.THEV.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms formally registered when operations started (% of firms),IC.FRM.FREG.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms offering formal training (% of firms),IC.FRM.TRNG.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms that do not report all sales for tax purposes (% of firms),IC.FRM.INFM.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms using banks to finance investment (% of firms),IC.FRM.BNKS.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms using banks to finance working capital (% of firms),IC.FRM.BKWC.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms visited or required meetings with tax officials (% of firms),IC.FRM.METG.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms with female participation in ownership (% of firms),IC.FRM.FEMO.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
Firms with female top manager (% of firms),IC.FRM.FEMM.ZS,Australia,AUS,..,..,..,..,..,..,..,..,..,..,..,..
"Fish species, threatened",EN.FSH.THRD.NO,Australia,AUS,..,..,..,..,..,..,..,..,..,125,..,..
Fixed broadband subscriptions,IT.NET.BBND,Australia,AUS,..,..,5552000,5735000,5981000,6536000,6828000,7374000,7922000,8427316,8752830,..
Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,Australia,AUS,..,..,24.63395046,25.03935129,25.71929639,27.69911237,28.53023892,30.39231558,32.22339821,33.8471546,34.7290451,..
Fixed telephone subscriptions,IT.MLT.MAIN,Australia,AUS,7786889,10050000,10573000,10471000,10350000,9190000,8500000,8480000,8460000,8200000,7820000,..
Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,Australia,AUS,45.9116445,52.91860313,46.91188007,45.71700914,44.50672424,38.94657936,35.51655402,34.95075077,34.41175825,32.93417118,31.02780846,..
Food exports (% of merchandise exports),TX.VAL.FOOD.ZS.UN,Australia,AUS,21.1184923002457,19.7329920353743,10.8752765627745,11.9823389130914,12.4049154539791,13.3019483994184,16.1915204538553,14.6721387780092,13.6692292413532,11.8402229798837,11.0735748628275,..
Food imports (% of merchandise imports),TM.VAL.FOOD.ZS.UN,Australia,AUS,5.02975779718474,4.5542072874505,5.1421956675857,5.05458499786032,5.68920966555923,6.19615515467963,6.5625588959583,7.10054991552731,6.47460614196318,6.51964350237477,7.15905197722079,..
Food production index (2014-2016 = 100),AG.PRD.FOOD.XD,Australia,AUS,64.23,86.95,91.14,96.4,97.17,101.14,101.28,97.58,107.28,96.97,..,..
"Food, beverages and tobacco (% of value added in manufacturing)",NV.MNF.FBTO.ZS.UN,Australia,AUS,17.9957830281324,21.1454635557309,23.5650993073399,24.9232609910855,26.679955612182,27.1343542687085,26.5525765736796,25.6788979977928,25.4430227668649,24.6402963103661,..,..
"Foreign direct investment, net (BoP, current US$)",BN.KLT.DINV.CD,Australia,AUS,-7824698719.19629,-10797958704.9726,-57304251200.4141,-51785739222.1873,-54767994546.3688,-40630459095.9235,-38633221206.3589,-46077390957.7799,-38686715708.6345,-60526752843.9248,-30038221689.8741,-10566861388.7551
"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,Australia,AUS,2.72145818575387,3.58674526948965,4.69372391405916,3.72217187360839,3.42582358029025,4.3063839544263,3.46918822638302,3.55458592838333,3.55720440626808,4.29391522092461,2.85682249987177,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Australia,AUS,8457776859.55028,14892978180.1828,65554890649.5348,57550426822.6138,53997299139.8889,63195482811.6136,46892808567.8516,42969505135.1666,47281951027.069,61526702742.3641,39897440702.6864,..
"Foreign direct investment, net outflows (% of GDP)",BM.KLT.DINV.WD.GD.ZS,Australia,AUS,0.203705502746004,0.986222604604528,0.590744997130012,0.372773823706826,-0.0488334737586908,1.53772603692619,0.610996956540704,-0.257157771195255,0.646652861895271,0.0696820984035443,0.705961039377378,0.927779818873788
"Foreign direct investment, net outflows (BoP, current US$)",BM.KLT.DINV.CD.WD,Australia,AUS,633078140.353991,4095019475.21023,8250639449.1207,5763649125.05455,-769705628.088571,22565879021.4598,8258809107.18849,-3108643986.26261,8595235318.4345,998461668.280411,9859219012.81232,12347830191.8832
Forest area (% of land area),AG.LND.FRST.ZS,Australia,AUS,17.4273589940513,17.1581557606446,16.9553102586465,17.047688843185,17.1400674277235,17.232446012262,17.3248245968004,17.4254877132405,17.4229136169693,17.4213145571644,..,..
Forest area (sq. km),AG.LND.FRST.K2,Australia,AUS,1338822,1318141,1302557.8,1309654.6,1316751.4,1323848.2,1330945,1340372,1340174,1340051,..,..
Forest rents (% of GDP),NY.GDP.FRST.RT.ZS,Australia,AUS,0.193415291599349,0.177844153316581,0.111434431827181,0.0902676737429837,0.083658798197845,0.118488286145256,0.115893707890632,0.146591209478831,0.19208547794195,0.18182323041867,0.153126162056013,..
Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,Australia,AUS,93.911285686017,89.328168190023,94.421655861136,94.3770061151001,93.70804882449,93.386835655426,89.6256301102374,..,..,..,..,..
Fuel exports (% of merchandise exports),TX.VAL.FUEL.ZS.UN,Australia,AUS,19.96695021361,20.8946525176662,28.1410911582249,28.4455062713924,25.8653275484224,26.5990592059181,25.2908131821405,25.5970931899786,21.2467770615628,23.0697197236645,18.9273624618609,..
Fuel imports (% of merchandise imports),TM.VAL.FUEL.ZS.UN,Australia,AUS,5.663860953458,8.27644735868205,16.9192227879572,16.8651237623908,17.4216300541427,15.8290705705419,10.8431917576081,9.28820921162608,10.3643937175361,13.3124670386402,12.5887255255847,..
GDP (constant 2010 US$),NY.GDP.MKTP.KD,Australia,AUS,612831155634.484,849137077164.435,1174365063005.45,1220378598873.43,1251924137225.91,1283636811145.51,1311782440650.19,1348127369665.9,1379142531152.01,1419817385593.49,1450499018770.09,1446367427550.64
GDP (constant LCU),NY.GDP.MKTP.KN,Australia,AUS,825001000000,1143119000000,1580945000000,1642889000000,1685356000000,1728048000000,1765938000000,1814866000000,1856619000000,1911376000000,1952680000000,1947118000000
GDP (current LCU),NY.GDP.MKTP.CN,Australia,AUS,403860000000,661159000000,1416622000000,1499458000000,1536307000000,1598530000000,1624601000000,1660714000000,1762371000000,1848560000000,1952680000000,1985438000000
GDP (current US$),NY.GDP.MKTP.CD,Australia,AUS,310781069642.17,415222633925.768,1396649906339.35,1546151783872.96,1576184467015.49,1467483705131.74,1351693984524.5,1208846993739.99,1329188475752.32,1432881172002.17,1396567014733.23,1330900925056.98
GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,Australia,AUS,48.9526679361601,57.838160331514,89.606026775125,91.269586685406,91.1562304937354,92.5049535661046,91.9964913830497,91.506149765327,94.9236757783907,96.7135717933049,100,101.968036862686
GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,Australia,AUS,48.9526679361601,57.838160331514,89.606026775125,91.269586685406,91.1562304937355,92.5049535661046,91.9964913830497,91.506149765327,94.9236757783907,96.7135717933049,100,101.968036862686
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Australia,AUS,3.57099814702293,3.93313694470206,2.46275631162725,3.91816287094112,2.58489770154893,2.5331146653882,2.19264742646037,2.7706521973025,2.30061062359425,2.94928577160958,2.16095629535999,-0.284839297785609
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Australia,AUS,35911.3720771917,44334.4163924416,52567.7619238659,53682.0321439532,54129.9357689465,54679.4164458288,55079.8923433681,55728.6822551091,56058.4659514366,56832.0504820575,57183.3793476238,56307.2806848652
GDP per capita (constant LCU),NY.GDP.PCAP.KN,Australia,AUS,48344.3402031046,59683.5482692006,70767.3814495454,72267.4260171074,72870.3995035656,73610.117293271,74149.2429772512,75022.6521064299,75466.6110611149,76508.0202738793,76980.9836060403,75801.5685808264
GDP per capita (current LCU),NY.GDP.PCAP.CN,Australia,AUS,23665.8443255533,34519.8663394768,63411.8387697345,65958.1810339955,66425.9093331761,68093.0048220955,68214.7019261635,68650.34039443,71635.6812045918,73993.6391152145,76980.9836060403,77293.3713929915
GDP per capita (current US$),NY.GDP.PCAP.CD,Australia,AUS,18211.5000581403,21679.2478424147,62517.8337471503,68012.1479005934,68150.1070413215,62510.7911705641,56755.7217124249,49971.131456129,54027.9668184568,57354.9640455891,55057.2046960666,51812.1540373988
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,Australia,AUS,2.04945715192424,2.70132876392373,1.04885435076942,2.11968358421093,0.834364138436911,1.0151142229833,0.732407043765832,1.17790700769076,0.591766542797203,1.37996022097906,0.618187910846473,-1.53208619839118
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Australia,AUS,31058.2596709541,38343.002147534,45463.6819958564,46427.3681999004,46814.7415105804,47289.9646101072,47636.319641906,48197.431189174,48482.6474614392,49151.6887104846,49455.5385080697,48697.8370282475
"GDP per capita, PPP (current international $)",NY.GDP.PCAP.PP.CD,Australia,AUS,17331.0252918878,26321.4464495089,41965.3584189919,42826.789579996,45902.047948361,46880.2206571585,46288.3344786414,47339.969213264,48482.6474614392,50252.8404567524,52203.1322876387,52518.3244830382
